id,x,y
0,94633,208469
1,94647,208469
2,94662,208469
3,94611,208528
4,94621,208528
5,94631,208528
6,94590,208625
7,94610,208625
8,94630,208625
9,94563,208676
10,94578,208676
11,94593,208676
12,94539,208750
