id,x,y
0,93826,209652
1,93835,209652
2,93844,209652
3,93801,209715
4,93814,209716
5,93827,209717
6,93766,209758
7,93781,209758
8,93795,209758
9,93735,209796
10,93747,209796
11,93758,209796
12,93749,209829
