x,y,z,yaw,velocity,change_flag
95032.8499,208680.5203,-3904.7316,2.8209,2,0
95031.8809,208680.7818,-3904.9365,2.8303,2,0
95030.8881,208680.9915,-3904.8811,2.8444,4,0
95029.8976,208681.1912,-3904.7989,2.8731,4,0
95028.9105,208681.3844,-3904.7299,2.9013,6,0
95027.9244,208681.5706,-3904.6728,2.9028,6,0
95026.923,208681.7283,-3904.6369,2.9487,8,0
95025.9011,208681.8694,-3904.6037,2.9723,8,0
95024.8901,208681.9597,-3904.5644,2.9971,8,0
95023.8874,208682.0312,-3904.5306,3.0425,8,0
95022.8854,208682.0695,-3904.4979,3.0732,8,0
95021.8577,208682.0491,-3904.4561,-3.1337,8,0
95020.8417,208681.9917,-3904.412,-3.1203,8,0
95019.8324,208681.8501,-3904.3654,-3.0238,8,0
95018.8161,208681.6803,-3904.3222,-3.0255,8,0
95017.8307,208681.3921,-3904.2996,-2.937,10,0
95016.8556,208681.1519,-3904.2576,-2.9349,10,0
95015.8507,208680.9056,-3904.2211,-2.931,10,0
95014.878,208680.6689,-3904.2019,-2.9476,10,0
95013.8504,208680.4409,-3904.1753,-2.9719,10,0
95012.8593,208680.2355,-3904.143,-2.9819,10,0
95011.8412,208680.0637,-3904.0974,-3.0182,10,0
95010.8249,208679.8987,-3904.0599,-3.0195,10,0
95009.7868,208679.7782,-3904.0224,-3.0685,10,0
95008.7762,208679.6741,-3903.9716,-3.0727,10,0
95007.7584,208679.5969,-3903.9399,-3.1147,10,0
95006.7503,208679.5311,-3903.9095,-3.1203,10,0
95005.7356,208679.5086,-3903.89,3.1137,10,0
95004.7011,208679.5043,-3903.8629,3.0999,10,0
95003.6596,208679.5523,-3903.8347,3.0386,10,0
95002.6363,208679.6471,-3903.8012,3.0171,10,0
95001.6195,208679.7821,-3903.7821,2.9292,10,0
95000.6306,208679.9671,-3903.774,2.8901,10,0
94999.6344,208680.1937,-3903.7883,2.8171,10,0
94998.6778,208680.5466,-3903.7722,2.7624,10,0
94997.7383,208680.895,-3903.7751,2.7424,10,0
94996.779,208681.3299,-3903.7813,2.6769,10,0
94995.8342,208681.7476,-3903.7919,2.6745,10,0
94994.8903,208682.1626,-3903.7297,2.6816,10,0
94993.9444,208682.5608,-3903.74,2.686,10,0
94993.0182,208682.9451,-3903.7472,2.7126,10,0
94992.0384,208683.3365,-3903.7828,2.7081,10,0
94991.0655,208683.6746,-3903.8177,2.7577,10,0
94990.0995,208683.9942,-3903.8408,2.7641,10,0
94989.1273,208684.3234,-3903.8487,2.7799,10,0
94988.1671,208684.6496,-3903.8191,2.785,10,0
94987.1897,208684.9588,-3903.8291,2.8053,10,0
94986.2118,208685.248,-3903.8497,2.8114,10,0
94985.2266,208685.512,-3903.8657,2.8419,10,0
94984.2287,208685.7305,-3903.8752,2.8631,10,0
94983.2146,208685.9509,-3903.8797,2.8714,10,0
94982.2231,208686.1378,-3903.8636,2.9139,10,0
94981.2351,208686.3213,-3903.8361,2.9212,10,0
94980.2313,208686.4407,-3903.8055,2.9963,10,0
94979.2335,208686.5516,-3903.7536,3.0017,10,0
94978.2175,208686.6176,-3903.6836,3.0728,10,0
94977.2123,208686.6094,-3903.6366,3.0947,10,0
94976.2062,208686.5884,-3903.5732,3.122,10,0
94975.1711,208686.5288,-3903.4953,-3.1211,10,0
94974.1633,208686.4722,-3903.4335,-3.1143,10,0
94973.144,208686.3512,-3903.3791,-3.06,10,0
94972.1413,208686.2601,-3903.3028,-3.0586,10,0
94971.1341,208686.064,-3903.2148,-2.972,10,0
94970.1543,208685.831,-3903.1263,-2.9616,10,0
94969.1721,208685.577,-3903.0485,-2.9326,10,0
94968.1766,208685.2983,-3902.9792,-2.9071,10,0
94967.2121,208685.0148,-3902.9139,-2.9038,10,0
94966.2289,208684.7224,-3902.8424,-2.8971,10,0
94965.2692,208684.4179,-3902.7783,-2.8981,10,0
94964.2935,208684.1235,-3902.6963,-2.9125,10,0
94963.326,208683.8428,-3902.6201,-2.9171,10,0
94962.3281,208683.5741,-3902.5287,-2.9647,10,0
94961.3288,208683.3225,-3902.4294,-2.9792,10,0
94960.3238,208683.1406,-3902.3429,-3.0479,10,0
94959.3105,208683.0269,-3902.2597,-3.0913,10,0
94958.3066,208682.9511,-3902.1885,-3.1068,10,0
94957.2837,208683.026,-3902.0991,3.0785,10,0
94956.2589,208683.088,-3902.0182,3.0697,10,0
94955.2591,208683.159,-3901.9447,3.0206,10,0
94954.2434,208683.2384,-3901.8764,3.0084,10,0
94953.2158,208683.3628,-3901.8191,2.9368,10,0
94952.1819,208683.512,-3901.7638,2.9218,10,0
94951.1919,208683.729,-3901.7112,2.8441,10,0
94950.1998,208684.0274,-3901.6597,2.8127,10,0
94949.2201,208684.3419,-3901.5997,2.7619,10,0
94948.257,208684.7118,-3901.5403,2.741,10,0
94947.3145,208685.1189,-3901.4843,2.686,10,0
94946.3976,208685.5499,-3901.444,2.6706,10,0
94945.5117,208686.0805,-3901.4194,2.5881,10,0
94944.6834,208686.6672,-3901.3982,2.5692,10,0
94943.8688,208687.2659,-3901.3921,2.511,10,0
94943.0544,208687.9088,-3901.4174,2.4902,10,0
94942.2369,208688.5371,-3901.4221,2.4602,10,0
94941.4046,208689.1517,-3901.4121,2.4524,10,0
94940.6133,208689.7694,-3901.428,2.4651,10,0
94939.8141,208690.3929,-3901.4509,2.4646,10,0
