x,y,z,yaw,velocity,change_flag
94601.0434,209019.7577,-3914.342,1.7391,10,0
94600.8811,209020.7566,-3914.4106,1.7404,10,0
94600.7094,209021.7722,-3914.4768,1.736,10,0
94600.5358,209022.8051,-3914.5477,1.737,10,0
94600.3656,209023.8295,-3914.6206,1.7457,10,0
94600.1998,209024.8471,-3914.6913,1.7555,10,0
94600.0305,209025.8567,-3914.7542,1.7582,10,0
94599.8257,209026.8644,-3914.8171,1.7971,10,0
94599.5588,209027.8761,-3914.8653,1.8277,10,0
94599.2854,209028.8999,-3914.9109,1.8301,10,0
94598.9354,209029.8639,-3914.9717,1.9193,10,0
94598.568,209030.8194,-3915.0167,1.9261,10,0
94598.1614,209031.7513,-3915.0639,1.9803,10,0
94597.6668,209032.6263,-3915.1307,2.035,10,0
94597.1527,209033.5043,-3915.1851,2.0328,10,0
94596.6351,209034.3968,-3915.2784,2.0907,10,0
94596.1075,209035.2872,-3915.3718,2.0988,10,0
94595.5807,209036.1634,-3915.4578,2.0935,10,0
94595.0606,209037.043,-3915.5406,2.0875,10,0
94594.5403,209037.9114,-3915.6047,2.0843,10,0
94594.0351,209038.8222,-3915.6655,2.0576,10,0
94593.5315,209039.7435,-3915.7208,2.0541,10,0
94593.021,209040.6718,-3915.7653,2.0556,10,0
94592.5681,209041.6227,-3915.814,2.0087,10,0
94592.1113,209042.5497,-3915.8834,2.0028,10,0
94591.6778,209043.4803,-3915.9191,1.9814,10,0
94591.2842,209044.4319,-3915.9177,1.9692,10,0
94590.8951,209045.3684,-3915.9037,1.9679,10,0
94590.5293,209046.328,-3915.9065,1.9274,10,0
94590.1794,209047.3055,-3915.9292,1.9111,10,0
94589.8383,209048.2505,-3915.9506,1.9119,10,0
94589.5558,209049.2617,-3915.9755,1.8626,10,0
94589.2754,209050.2552,-3916.0005,1.855,10,0
94588.9723,209051.2948,-3916.0556,1.8543,10,0
94588.6909,209052.2702,-3916.216,1.833,10,0
94588.424,209053.2345,-3916.2033,1.8252,10,0
94588.1578,209054.2288,-3916.2083,1.8181,10,0
94587.9198,209055.2004,-3916.2419,1.8147,10,0
94587.6768,209056.1738,-3916.2839,1.816,10,0
94587.4552,209057.1597,-3916.3155,1.7916,10,0
94587.2525,209058.1738,-3916.35,1.7764,10,0
94587.0431,209059.1977,-3916.4042,1.7732,10,0
94586.8328,209060.2009,-3916.6664,1.7481,10,0
94586.6278,209061.2264,-3916.9016,1.745,10,0
94586.438,209062.2092,-3917.129,1.7443,10,0
94586.2962,209063.2543,-3917.3565,1.7053,10,0
94586.1658,209064.2605,-3917.5564,1.7008,10,0
94586.0385,209065.2829,-3917.7517,1.6847,10,0
94585.9248,209066.3145,-3917.9266,1.6611,10,0
94585.8134,209067.3198,-3918.0842,1.6551,10,0
94585.711,209068.3568,-3918.2455,1.6362,10,0
94585.647,209069.3675,-3918.4132,1.6135,10,0
94585.5851,209070.4139,-3918.5833,1.6076,10,0
94585.5749,209071.4222,-3918.7404,1.5389,10,0
94585.5854,209072.4682,-3918.886,1.535,10,0
94585.599,209073.5144,-3919.0178,1.533,10,0
94585.7177,209074.5124,-3919.1407,1.4482,10,0
94585.8358,209075.5089,-3919.2494,1.4406,10,0
94585.9832,209076.534,-3919.3791,1.4018,10,0
94586.1565,209077.5204,-3919.5128,1.3802,10,0
94586.3328,209078.5219,-3919.6374,1.3776,10,0
94586.5446,209079.5107,-3919.7921,1.3486,10,0
94586.7701,209080.506,-3919.9442,1.3418,10,0
94586.9953,209081.4811,-3920.0894,1.3403,10,0
94587.2549,209082.455,-3920.2264,1.3156,10,0
94587.5237,209083.4252,-3920.3659,1.312,10,0
94587.8132,209084.4274,-3920.5047,1.3003,10,0
94588.1215,209085.3963,-3920.6299,1.2869,10,0
94588.4278,209086.3606,-3920.7475,1.2832,10,0
94588.7416,209087.3116,-3920.8596,1.2592,10,0
94589.0806,209088.3131,-3920.9665,1.252,10,0
94589.4011,209089.2634,-3921.0674,1.2536,10,0
94589.7381,209090.2431,-3921.1747,1.232,10,0
94590.0803,209091.2251,-3921.2827,1.2291,10,0
94590.417,209092.1981,-3921.3843,1.2331,10,0
94590.734,209093.1737,-3921.4783,1.2364,10,0
94591.0499,209094.135,-3921.5605,1.2352,10,0
94591.3651,209095.1135,-3921.675,1.2404,10,0
94591.6881,209096.1175,-3921.7889,1.24,10,0
94592.0184,209097.1327,-3921.8984,1.2304,10,0
94592.3607,209098.1296,-3921.9898,1.2118,10,0
94592.7069,209099.1249,-3922.0957,1.2132,10,0
94593.0597,209100.0726,-3922.2182,1.1794,10,0
94593.438,209101.0242,-3922.3606,1.1658,10,0
94593.8311,209101.9924,-3922.5189,1.1502,10,0
94594.235,209102.9567,-3922.6971,1.1373,10,0
94594.6451,209103.8967,-3922.881,1.1304,8,0
94595.0547,209104.8321,-3923.0944,1.1095,8,0
94595.4921,209105.7858,-3923.2975,1.0901,8,0
94595.9528,209106.6864,-3923.4901,1.0415,8,0
94596.4278,209107.5725,-3923.662,1.0196,8,0
94597.0579,209108.3589,-3923.808,0.8726,8,0
94597.7615,209109.1033,-3923.914,0.6955,8,0
94598.6133,209109.6524,-3923.926,0.5447,10,0
94599.5658,209110.0313,-3924.0071,0.279,10,0
94600.5576,209110.1964,-3924.1468,0.2156,10,0
94601.5868,209110.1997,-3924.28,0.0287,10,0
94602.59,209110.1553,-3924.2851,-0.008,10,0
94603.7002,209110.2325,-3924.3429,-0.0195,10,0
