x,y,z,yaw,velocity,change_flag
94708.7779,208723.5988,-3889.5777,-1.4006,2,0
94708.9723,208722.6163,-3889.5025,-1.3719,4,0
94709.1496,208721.6233,-3889.4663,-1.3486,4,0
94709.3979,208720.6437,-3889.429,-1.2972,6,0
94709.6931,208719.6695,-3889.4348,-1.2769,6,0
94710.0272,208718.7231,-3889.4201,-1.207,8,0
94710.3622,208717.7767,-3889.3918,-1.2042,8,0
94710.8237,208716.8553,-3889.3933,-1.1067,8,0
94711.2865,208715.9638,-3889.3932,-1.0994,10,0
94711.7749,208715.0435,-3889.387,-1.0643,10,0
94712.2787,208714.1684,-3889.3718,-1.034,10,0
94712.7731,208713.2873,-3889.3394,-1.0289,10,0
94713.3306,208712.3625,-3889.276,-1.0072,10,0
94713.8723,208711.4926,-3889.2242,-1.0069,10,0
94714.4009,208710.6378,-3889.1695,-0.9966,10,0
94714.962,208709.7727,-3889.1207,-0.9934,10,0
94715.509,208708.8852,-3889.0622,-0.9899,10,0
94716.0572,208708.0122,-3889.0047,-0.9899,10,0
94716.605,208707.1525,-3888.9501,-0.9875,10,0
94717.1811,208706.3041,-3888.886,-0.9767,10,0
94717.773,208705.4536,-3888.825,-0.9747,10,0
94718.3741,208704.5753,-3888.7702,-0.9575,10,0
94718.9508,208703.7362,-3888.7197,-0.956,10,0
94719.5811,208702.8666,-3888.682,-0.9313,10,0
94720.1851,208702.0606,-3888.6533,-0.925,10,0
94720.7906,208701.2581,-3888.6149,-0.9206,10,0
94721.4061,208700.4602,-3888.5608,-0.9148,10,0
94722.0334,208699.6585,-3888.514,-0.9136,10,0
94722.646,208698.8386,-3888.4706,-0.9266,10,0
94723.2456,208698.032,-3888.4355,-0.9291,10,0
94723.8527,208697.1979,-3888.4018,-0.9487,10,0
94724.4461,208696.3622,-3888.3733,-0.9584,10,0
94725.0268,208695.5251,-3888.3497,-0.9775,10,0
94725.5322,208694.6552,-3888.3329,-1.0264,10,0
94726.0676,208693.755,-3888.3176,-1.0356,10,0
94726.4907,208692.8422,-3888.3073,-1.1359,10,0
94726.9219,208691.932,-3888.2971,-1.1454,10,0
94727.2993,208690.9876,-3888.2813,-1.2339,10,0
94727.5936,208690.0278,-3888.251,-1.2559,10,0
94727.9041,208689.0457,-3888.225,-1.2897,10,0
94728.1723,208688.0505,-3888.198,-1.3124,10,0
94728.4438,208687.0783,-3888.1762,-1.3155,10,0
94728.6942,208686.0749,-3888.1654,-1.3327,10,0
94728.955,208685.0549,-3888.159,-1.3364,10,0
94729.1535,208684.064,-3888.134,-1.3617,10,0
94729.357,208683.0769,-3888.1118,-1.3635,10,0
94729.534,208682.0858,-3888.0789,-1.3908,10,0
94729.6986,208681.0697,-3888.0564,-1.3993,10,0
94729.855,208680.0702,-3888.0424,-1.4098,10,0
94729.9841,208679.0686,-3888.0185,-1.417,10,0
94730.1218,208678.0411,-3887.9915,-1.418,10,0
94730.27,208677.0479,-3887.9487,-1.4274,10,0
94730.4227,208676.0426,-3887.9072,-1.4319,10,0
94730.5869,208674.9876,-3887.8836,-1.4508,10,0
94730.7454,208673.9708,-3887.8609,-1.4559,10,0
94730.8215,208672.9581,-3887.8358,-1.517,10,0
94730.8954,208671.9347,-3887.8083,-1.5349,10,0
94730.8213,208670.9151,-3887.7586,-1.6276,10,0
94730.7424,208669.8936,-3887.7109,-1.6466,10,0
94730.5774,208668.8853,-3887.626,-1.7326,10,0
94730.4083,208667.8734,-3887.5548,-1.7661,10,0
94730.2332,208666.8666,-3887.5066,-1.7905,10,0
94730.0274,208665.8725,-3887.4544,-1.8139,10,0
94729.775,208664.8793,-3887.4112,-1.8224,10,0
94729.4933,208663.9175,-3887.3796,-1.8552,10,0
94729.1914,208662.9497,-3887.3504,-1.86,10,0
94728.8773,208661.9876,-3887.3646,-1.8888,10,0
94728.5309,208661.0418,-3887.3589,-1.9183,10,0
94728.1595,208660.1025,-3887.3121,-1.9292,10,0
94727.8114,208659.1606,-3887.3006,-1.9399,10,0
94727.4013,208658.2436,-3887.3617,-1.9354,10,0
94727.0516,208657.302,-3887.46,-1.928,10,0
