x,y,z,yaw,velocity,change_flag
93879.4436,209551.1785,-3917.0805,1.4302,2,0
93879.4578,209552.3632,-3916.8307,1.4528,4,0
93879.6167,209553.3527,-3916.9313,1.456,4,0
93879.7556,209554.3479,-3916.9673,1.4648,6,0
93879.8707,209555.3591,-3916.9689,1.4979,6,0
93879.9571,209556.3797,-3916.963,1.5316,8,0
93880.0113,209557.3978,-3916.9872,1.5499,8,0
93879.6928,209560.5917,-3916.7593,1.6535,10,0
93879.7291,209561.5911,-3917.1701,1.7278,10,0
93879.5774,209562.5857,-3917.2357,1.7341,10,0
93879.4411,209563.5834,-3917.2855,1.766,10,0
93879.2542,209564.614,-3917.2366,1.8015,10,0
93879.0216,209565.6176,-3917.1512,1.8276,10,0
93878.7485,209566.5855,-3917.0978,1.8998,10,0
93878.4232,209567.5571,-3917.0721,1.9133,10,0
93878.0088,209568.4944,-3917.0352,2.0082,10,0
93877.5603,209569.4174,-3917.0023,2.025,10,0
93877.0347,209570.2713,-3916.9747,2.113,10,0
93876.4582,209571.1249,-3916.946,2.1717,10,0
93875.8303,209571.9141,-3916.91,2.2093,10,0
93875.1544,209572.7137,-3916.8612,2.2713,10,0
93874.4832,209573.4575,-3916.8049,2.2818,10,0
93873.8161,209574.2199,-3916.7602,2.3195,10,0
93873.1352,209574.9845,-3916.7218,2.3202,10,0
93872.4567,209575.7634,-3916.6864,2.3126,10,0
93871.7881,209576.5158,-3916.6592,2.2843,10,0
93871.1232,209577.2673,-3916.6439,2.2655,10,0
93870.4665,209578.0699,-3916.6302,2.1944,10,0
93869.8998,209578.9096,-3916.6217,2.1522,10,0
93869.3736,209579.7824,-3916.6155,2.0628,10,0
93868.8809,209580.7088,-3916.6101,2.0451,10,0
93868.4458,209581.6314,-3916.6154,1.986,10,0
93868.0566,209582.5726,-3916.629,1.9673,10,0
93867.673,209583.5084,-3916.6342,1.9482,10,0
93867.2904,209584.4506,-3916.6315,1.9396,10,0
93866.9001,209585.4146,-3916.6335,1.9208,10,0
93866.5606,209586.3556,-3916.6519,1.8976,10,0
93866.2093,209587.3019,-3916.665,1.8928,10,0
93865.9466,209588.2837,-3916.6598,1.8334,10,0
93865.6747,209589.2546,-3916.6538,1.8309,10,0
93865.4526,209590.2349,-3916.6454,1.7596,10,0
93865.2399,209591.228,-3916.637,1.7481,10,0
93865.0711,209592.2491,-3916.633,1.6909,10,0
93864.9486,209593.242,-3916.6359,1.6696,10,0
93864.8567,209594.2424,-3916.6343,1.6167,10,0
93864.8329,209595.246,-3916.6236,1.5829,10,0
93864.8334,209596.287,-3916.6222,1.5359,10,0
93864.9356,209597.3126,-3916.6465,1.4843,10,0
93865.0404,209598.3089,-3916.6699,1.4715,10,0
93865.2346,209599.3152,-3916.7244,1.3967,10,0
93865.4355,209600.3302,-3916.7722,1.3935,10,0
93865.6529,209601.3231,-3916.8023,1.3533,10,0
93865.8752,209602.3065,-3916.8288,1.3544,10,0
93866.1039,209603.305,-3916.88,1.3506,10,0
93866.3393,209604.3172,-3916.9359,1.3561,10,0
93866.547,209605.3297,-3916.9712,1.3987,10,0
93866.7335,209606.3162,-3916.992,1.4101,10,0
93866.8507,209607.3157,-3917.0294,1.5099,10,0
93866.9046,209608.3177,-3917.0693,1.5392,10,0
93866.9026,209609.3316,-3917.1056,1.6712,10,0
93866.8388,209610.3546,-3917.133,1.6953,10,0
93866.6699,209611.3448,-3917.1556,1.8209,10,0
93866.3922,209612.3313,-3917.1691,1.8552,10,0
93866.0487,209613.2935,-3917.1548,1.9593,10,0
93865.6451,209614.2335,-3917.1165,1.9784,10,0
93865.188,209615.1467,-3917.0758,2.0502,10,0
93864.692,209616.0159,-3917.0328,2.072,10,0
93864.1781,209616.9084,-3916.9896,2.0951,10,0
93863.6642,209617.8005,-3916.9457,2.1006,10,0
93863.1539,209618.664,-3916.9073,2.1077,10,0
93862.6325,209619.5259,-3916.8742,2.1111,10,0
93862.1105,209620.3925,-3916.8481,2.0977,10,0
93861.5857,209621.2519,-3916.8256,2.102,10,0
93861.0698,209622.1366,-3916.8141,2.1082,10,0
93860.5413,209622.9868,-3916.7993,2.1458,10,0
93859.9435,209623.8231,-3916.7727,2.1697,10,0
93859.3002,209624.6066,-3916.7689,2.2489,10,0
93858.6148,209625.3657,-3916.7755,2.2816,10,0
93857.9288,209626.1051,-3916.7827,2.324,10,0
93857.2363,209626.8376,-3916.7852,2.3615,10,0
93856.5321,209627.5778,-3916.7795,2.3651,10,0
93855.872,209628.3544,-3916.7062,2.3492,10,0
93855.1862,209629.0936,-3916.6383,2.3344,10,0
93854.4724,209629.8146,-3916.6012,2.325,10,0
