x,y,z,yaw,velocity,change_flag
93963.0315,209616.6297,-3905.0426,-0.5913,2,0
93963.985,209616.3105,-3905.0094,-0.5944,4,0
93964.8514,209615.7508,-3905.003,-0.6003,4,0
93965.7166,209615.1864,-3904.9893,-0.6049,6,0
93966.5444,209614.6154,-3904.9705,-0.6185,6,0
93967.3675,209614.0306,-3904.9501,-0.6348,6,0
93968.1898,209613.3999,-3904.9141,-0.6443,8,0
93968.9918,209612.7716,-3904.8817,-0.655,8,0
93969.761,209612.1109,-3904.8379,-0.6713,8,0
93970.5392,209611.4565,-3904.7977,-0.672,8,0
93971.3207,209610.8112,-3904.7662,-0.6702,8,0
93972.1139,209610.1776,-3904.7338,-0.669,8,0
93972.9277,209609.5253,-3904.7055,-0.6415,8,0
93973.7344,209608.8873,-3904.684,-0.6345,10,0
93974.5624,209608.2854,-3904.6604,-0.5865,10,0
93975.3869,209607.7182,-3904.6304,-0.577,10,0
93976.2328,209607.1825,-3904.6066,-0.5076,10,0
93977.1268,209606.6589,-3904.5822,-0.4925,10,0
93978.0437,209606.1782,-3904.5602,-0.4259,10,0
93978.9634,209605.7555,-3904.5369,-0.4059,10,0
93979.8879,209605.3565,-3904.5197,-0.3637,10,0
93980.8272,209604.9759,-3904.5108,-0.3385,10,0
93981.794,209604.5931,-3904.4813,-0.326,10,0
93982.7662,209604.2568,-3904.444,-0.3107,10,0
93983.7266,209603.9317,-3904.4112,-0.3143,10,0
93984.6733,209603.557,-3904.3726,-0.3293,10,0
93985.6243,209603.1932,-3904.3376,-0.3301,10,0
93986.596,209602.8085,-3904.3023,-0.3648,10,0
93987.569,209602.427,-3904.2699,-0.3701,10,0
93988.5225,209602.0129,-3904.2344,-0.4001,10,0
93989.4371,209601.5846,-3904.1967,-0.4124,10,0
93990.3663,209601.1465,-3904.165,-0.4284,10,0
93991.2791,209600.6661,-3904.1471,-0.4592,10,0
93992.2005,209600.1913,-3904.131,-0.4602,10,0
93993.0773,209599.6758,-3904.1114,-0.5056,10,0
93993.9799,209599.1451,-3904.1045,-0.5089,10,0
93994.8524,209598.6052,-3904.0681,-0.5313,10,0
93995.6979,209598.0688,-3904.0308,-0.5421,10,0
93996.5604,209597.5351,-3903.9934,-0.5474,10,0
93997.4111,209597.0013,-3903.9455,-0.5522,10,0
93998.2868,209596.4687,-3903.9027,-0.5503,10,0
93999.1541,209595.8937,-3903.8526,-0.572,10,0
93999.9941,209595.3505,-3903.8083,-0.5755,10,0
94000.8581,209594.7749,-3903.7712,-0.5857,10,0
94001.7005,209594.2114,-3903.7404,-0.5891,10,0
94002.5394,209593.6216,-3903.7065,-0.6117,10,0
94003.3431,209592.9675,-3903.6635,-0.6272,10,0
94004.1116,209592.3255,-3903.6287,-0.6473,10,0
94004.828,209591.6094,-3903.6005,-0.6623,10,0
94005.5343,209590.8902,-3903.6016,-0.6784,10,0
94006.258,209590.1844,-3903.6389,-0.6836,10,0
94007.0076,209589.5002,-3903.6537,-0.6917,10,0
94007.7634,209588.8347,-3903.6555,-0.6967,10,0
94008.6184,209588.2895,-3903.6968,-0.7036,10,0
94009.4144,209587.6794,-3903.7249,-0.7107,10,0
94010.1829,209587.0393,-3903.7564,-0.7204,10,0
94010.9673,209586.3967,-3903.7851,-0.7312,10,0
94011.7565,209585.7561,-3903.79,-0.7378,10,0
