x,y,z,yaw,velocity,change_flag
94367.3246,209010.8937,-3890.4267,1.915,10,0
94366.9183,209011.861,-3890.4308,1.9133,10,0
94366.5272,209012.7841,-3890.4373,1.9109,10,0
94366.1198,209013.7346,-3890.4203,1.9146,10,0
94365.7365,209014.6799,-3890.4114,1.9126,10,0
94365.3548,209015.6181,-3890.4072,1.9121,10,0
94364.947,209016.5817,-3890.4267,1.9239,10,0
94364.5387,209017.4994,-3890.4293,1.9364,10,0
94364.1123,209018.422,-3890.465,1.9377,10,0
94363.6587,209019.3511,-3890.5206,1.9586,10,0
94363.1977,209020.2633,-3890.5719,1.9588,10,0
94362.7299,209021.1735,-3890.6184,1.9651,10,0
94362.2639,209022.0919,-3890.6864,1.9744,10,0
94361.7902,209023.0012,-3890.7514,1.9755,10,0
94361.3154,209023.9381,-3890.8102,1.9694,10,0
94360.8593,209024.837,-3890.8616,1.9653,10,0
94360.3968,209025.7291,-3890.9053,1.9644,10,0
94359.9746,209026.6661,-3890.936,1.949,10,0
94359.5363,209027.6144,-3890.9602,1.947,10,0
94359.112,209028.5296,-3890.9841,1.9388,10,0
94358.7098,209029.4935,-3890.9884,1.9175,10,0
94358.3065,209030.4116,-3890.9718,1.9113,10,0
94357.929,209031.3475,-3890.9956,1.9028,10,0
94357.5471,209032.3155,-3890.9935,1.8904,10,0
94357.1685,209033.2474,-3890.9892,1.8912,10,0
94356.7891,209034.2124,-3890.9988,1.8802,10,0
94356.4106,209035.1857,-3891.0135,1.8765,10,0
94356.0279,209036.1463,-3891.0295,1.8768,10,0
94355.6553,209037.0856,-3891.0628,1.8786,10,0
94355.2716,209038.0192,-3891.0869,1.8792,10,0
94354.9006,209038.9535,-3891.1312,1.8824,10,0
94354.5169,209039.9095,-3891.1787,1.8833,10,0
94354.1333,209040.8591,-3891.2222,1.8858,10,0
94353.6191,209042.0955,-3891.2413,1.8839,10,0
94353.2409,209043.0621,-3891.3021,1.8828,10,0
94352.8672,209043.9952,-3891.3407,1.8808,10,0
94352.4786,209044.9385,-3891.3721,1.8766,10,0
94352.1361,209045.8958,-3891.4059,1.8482,10,0
94351.7801,209046.8764,-3891.4307,1.8401,10,0
94351.465,209047.8487,-3891.4625,1.7966,10,0
94351.1679,209048.8344,-3891.4881,1.7835,10,0
94350.8846,209049.8427,-3891.5123,1.7481,10,0
94350.6782,209050.8288,-3891.5311,1.7157,10,0
94350.4578,209051.8579,-3891.549,1.7145,10,0
94350.2974,209052.8824,-3891.5632,1.6697,10,0
94350.143,209053.9169,-3891.5782,1.6606,10,0
94349.9987,209054.9386,-3891.5861,1.6419,10,0
94349.8625,209055.9407,-3891.5877,1.6364,10,0
94349.735,209056.9422,-3891.5869,1.617,10,0
94349.6387,209057.9879,-3891.5693,1.5948,10,0
94349.5426,209059.0149,-3891.5552,1.5946,10,0
94349.4866,209060.019,-3891.5446,1.5575,10,0
94349.4313,209061.0176,-3891.5311,1.5568,10,0
94349.3956,209062.0348,-3891.5214,1.5425,10,0
94349.3701,209063.0714,-3891.513,1.5387,10,0
94349.3485,209064.0913,-3891.5114,1.529,10,0
94349.3297,209065.1625,-3891.5182,1.5228,10,0
94349.3534,209066.2412,-3891.5521,1.5123,10,0
94349.4009,209067.2684,-3891.5859,1.5066,10,0
94349.4447,209068.2861,-3891.6112,1.4903,10,0
94349.4786,209069.3107,-3891.6236,1.4889,10,0
