x,y,z,yaw,velocity,change_flag
93848.4634,209899.8567,-3911.6858,-0.0944,6,0
93849.452,209900.019,-3912.0089,-0.0971,6,0
93850.456,209899.9477,-3912.0848,-0.097,6,0
93851.458,209899.8603,-3912.1335,-0.1014,6,0
93852.4633,209899.7477,-3912.1698,-0.1029,8,0
93853.4664,209899.6575,-3912.1961,-0.1093,8,0
93854.4987,209899.5652,-3912.2228,-0.1105,8,0
93855.5196,209899.4718,-3912.2623,-0.1104,8,0
93856.5155,209899.3688,-3912.3099,-0.1113,8,0
93857.5139,209899.2589,-3912.3607,-0.1119,8,0
93858.5285,209899.1429,-3912.3586,-0.1224,8,0
93859.5478,209899.0271,-3912.3453,-0.1254,8,0
93860.5812,209898.8844,-3912.352,-0.151,8,0
93861.5879,209898.7435,-3912.3584,-0.1634,8,0
93862.5964,209898.5585,-3912.3742,-0.1938,8,0
93863.6049,209898.3758,-3912.3875,-0.205,8,0
93864.5991,209898.1623,-3912.3971,-0.241,8,0
93865.626,209897.9419,-3912.4073,-0.2528,10,0
93866.5888,209897.6694,-3912.4142,-0.2911,10,0
93867.5591,209897.4052,-3912.4211,-0.2922,10,0
93868.535,209897.0626,-3912.4148,-0.3423,10,0
93869.5275,209896.7181,-3912.4089,-0.3443,10,0
93870.5074,209896.3589,-3912.4001,-0.3738,10,0
93871.4536,209896.0194,-3912.3929,-0.3774,10,0
93872.3966,209895.6727,-3912.3742,-0.3774,10,0
93873.3477,209895.3228,-3912.352,-0.3793,10,0
93874.2938,209894.9887,-3912.332,-0.3848,10,0
93875.2432,209894.6611,-3912.3148,-0.382,10,0
93876.1934,209894.3154,-3912.297,-0.3992,10,0
93877.1312,209893.9426,-3912.2792,-0.4086,10,0
93878.0904,209893.5622,-3912.2617,-0.4147,10,0
93879.0321,209893.1832,-3912.2396,-0.4217,10,0
93879.9888,209892.8015,-3912.2194,-0.4206,10,0
93880.9146,209892.3839,-3912.1882,-0.4485,10,0
93881.8465,209891.9662,-3912.1613,-0.4503,10,0
93882.7488,209891.5127,-3912.1413,-0.4627,10,0
93883.6438,209891.0656,-3912.1237,-0.4639,10,0
93884.5503,209890.6163,-3912.1159,-0.4637,10,0
93885.4487,209890.1448,-3912.1171,-0.4631,10,0
93886.3861,209889.6735,-3912.1127,-0.4623,10,0
93887.2927,209889.2149,-3912.0928,-0.4619,10,0
93888.2202,209888.7653,-3912.0732,-0.4612,10,0
93889.1544,209888.2934,-3912.052,-0.4669,10,0
93890.0885,209887.8314,-3912.0325,-0.467,10,0
93891.0355,209887.3471,-3911.9944,-0.4787,10,0
93891.9473,209886.8967,-3911.955,-0.4785,10,0
93892.8539,209886.4243,-3911.9157,-0.4865,10,0
93893.7651,209885.9383,-3911.8749,-0.4892,10,0
93894.6594,209885.4851,-3911.8419,-0.4864,10,0
93895.5623,209885.0464,-3911.816,-0.4868,10,0
93896.489,209884.5966,-3911.8009,-0.4944,10,0
93897.3962,209884.1325,-3911.8051,-0.4982,10,0
93898.2866,209883.6675,-3911.807,-0.5181,10,0
93899.1382,209883.0905,-3911.8039,-0.5509,10,0
93899.9884,209882.5427,-3911.7977,-0.5459,10,0
93900.7813,209881.912,-3911.8155,-0.598,10,0
93901.5726,209881.299,-3911.8314,-0.6021,10,0
93902.4093,209880.7299,-3911.8423,-0.6036,10,0
93903.2686,209880.1743,-3911.8513,-0.6032,10,0
93904.1035,209879.6105,-3911.84,-0.6113,10,0
