x,y,z,yaw,velocity,change_flag
94540.9827,208748.7271,-3885.8448,2.3344,8,0
94539.8794,208749.7365,-3885.771,2.3409,8,0
94539.159,208750.4398,-3885.7011,2.3545,8,0
94538.397,208751.1122,-3885.6321,2.3718,8,0
94537.6345,208751.7611,-3885.575,2.4118,8,0
94536.848,208752.3915,-3885.5295,2.4269,8,0
94536.0238,208752.9802,-3885.5011,2.5042,8,0
94535.178,208753.5413,-3885.4784,2.5388,8,0
94534.2985,208754.0643,-3885.4601,2.5748,8,0
94533.3874,208754.554,-3885.4109,2.6164,8,0
94532.4656,208755.0111,-3885.3453,2.621,8,0
94531.5386,208755.4172,-3885.235,2.6581,8,0
94530.5971,208755.8153,-3885.1199,2.6743,8,0
94529.6715,208756.2178,-3884.9777,2.69,8,0
94528.6816,208756.6316,-3884.8248,2.7057,8,0
94527.7234,208757.0137,-3884.6653,2.7135,8,0
94526.7704,208757.4036,-3884.5075,2.7113,8,0
94525.8148,208757.8075,-3884.3561,2.7101,8,0
94524.8744,208758.2023,-3884.1868,2.7,8,0
94523.9371,208758.5932,-3884.0168,2.6962,8,0
94523.0151,208759.0009,-3883.8651,2.6771,8,0
94522.0836,208759.4002,-3883.7294,2.6691,8,0
94521.1503,208759.8373,-3883.5901,2.6337,8,0
94520.232,208760.2816,-3883.4542,2.6047,8,0
94519.3578,208760.7768,-3883.2899,2.5836,8,0
94518.4691,208761.2885,-3883.1539,2.5447,8,0
94517.6152,208761.8271,-3883.0637,2.5242,8,0
94516.7676,208762.4165,-3882.9714,2.464,8,0
94515.9518,208763.0425,-3882.885,2.4542,8,0
94515.1519,208763.6819,-3882.8213,2.3903,8,0
94514.345,208764.346,-3882.7651,2.3519,8,0
94513.6086,208765.0265,-3882.71,2.3273,8,0
94512.9096,208765.7668,-3882.6695,2.2767,8,0
94512.2604,208766.5279,-3882.634,2.2334,8,0
94511.6394,208767.3314,-3882.5922,2.2134,8,0
94510.9574,208768.08,-3882.5633,2.1392,8,0
94510.3459,208768.8959,-3882.6161,2.0405,8,0
94509.8123,208769.7674,-3882.7145,1.9372,8,0
94509.4238,208770.7032,-3882.8389,1.8613,8,0
94509.3581,208771.7093,-3882.9241,1.6066,8,0
94509.3809,208772.7135,-3882.9935,1.3904,8,0
94509.4967,208773.7158,-3883.0741,1.2676,8,0
94509.7843,208774.6751,-3883.205,1.2002,8,0
94510.1619,208775.6169,-3883.3098,1.0765,8,0
94510.6094,208776.5338,-3883.4049,1.0047,8,0
94511.101,208777.4247,-3883.4954,0.988,8,0
94511.6067,208778.292,-3883.6153,0.9536,8,0
94512.1494,208779.1606,-3883.7274,0.9173,8,0
94512.7152,208780.002,-3883.8277,0.9077,8,0
94513.3087,208780.8134,-3883.938,0.8491,8,0
94513.9274,208781.6141,-3884.0414,0.8345,8,0
94514.5792,208782.377,-3884.158,0.7825,8,0
94515.2622,208783.1341,-3884.2676,0.7517,8,0
94515.962,208783.8585,-3884.3767,0.7352,8,0
94516.6787,208784.5805,-3884.4934,0.7005,8,0
94517.4099,208785.2924,-3884.602,0.6959,8,0
94518.1456,208785.9727,-3884.7261,0.6581,8,0
94518.9146,208786.6499,-3884.842,0.628,8,0
94519.6997,208787.3013,-3884.9539,0.6161,8,0
94520.4885,208787.9327,-3885.0746,0.5839,8,0
94521.2809,208788.5451,-3885.1912,0.5689,8,0
94522.095,208789.1497,-3885.3063,0.5428,8,0
94522.9111,208789.7294,-3885.4168,0.5148,8,0
94523.7434,208790.2965,-3885.5245,0.509,8,0
94524.5876,208790.8508,-3885.6434,0.4918,6,0
94525.4614,208791.4082,-3885.7559,0.4885,6,0
94526.3097,208791.9568,-3885.8666,0.4852,4,0
94527.1475,208792.5037,-3885.9802,0.4858,4,0
94527.99,208793.0491,-3886.0893,0.4864,2,0
94528.8194,208793.6213,-3886.2117,0.4937,0,0
